MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,address,Dist_from_Center_ft
20,RL,73.0,8688,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1616.0,1616.0,GasA,5,1,SBrkr,1616,0,0,1616,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,2,3.0,834.0,3,3,2,208,59,0,0,0,0,0,0,None,0,4,2006,WD,Normal,232000.0,2613 YORKSHIRE ST,13402.42088352427
20,RL,85.0,10936,Pave,None,3,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1504.0,1504.0,GasA,5,1,SBrkr,1504,0,0,1504,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2006.0,3,2.0,510.0,3,3,2,144,0,0,0,0,0,0,0,None,0,9,2006,New,Partial,199000.0,2626 YORKSHIRE ST,13340.782395537015
20,FV,72.0,8640,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1254.0,1278.0,GasA,5,1,SBrkr,1278,0,0,1278,0.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2006.0,2,2.0,584.0,3,3,2,0,60,0,0,0,0,0,0,None,0,10,2006,New,Partial,198600.0,2823 ASPEN RD,13248.673411188536
60,FV,100.0,13162,Pave,None,3,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,1836.0,1,0.0,200.0,2036.0,GasA,5,1,SBrkr,2036,604,0,2640,1.0,0.0,3,1,3,1,5,11,7,1,4,Attchd,2006.0,2,3.0,792.0,3,3,2,0,265,0,0,0,0,0,0,None,0,11,2006,New,Partial,405749.0,2625 KINGSTON DR,13201.824599675561
20,FV,81.0,11216,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1,0.0,1489.0,1489.0,GasA,5,1,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2006.0,2,2.0,776.0,3,3,2,0,140,0,0,0,0,0,0,None,0,6,2006,New,Partial,232600.0,2611 KINGSTON DR,13108.786739355988
60,FV,84.0,10728,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1095.0,1095.0,GasA,4,1,SBrkr,1095,844,0,1939,0.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,2006.0,2,3.0,1053.0,3,3,2,192,51,0,0,0,0,0,0,None,0,8,2006,New,Partial,266000.0,2512 KINGSTON DR,12792.460838615392
60,FV,65.0,8125,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,756.0,756.0,GasA,5,1,SBrkr,756,797,0,1553,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2005.0,2,2.0,615.0,3,3,2,0,45,0,0,0,0,0,0,None,0,3,2006,New,Partial,186500.0,2511 CLAYTON DR,12642.890336991175
60,FV,65.0,8125,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,858.0,858.0,GasA,5,1,SBrkr,858,858,0,1716,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,615.0,3,3,2,0,53,0,0,0,0,0,0,None,0,2,2006,WD,Normal,200825.0,2517 CLAYTON DR,12678.89586016715
60,FV,65.0,8125,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1,0.0,770.0,770.0,GasA,5,1,SBrkr,778,798,0,1576,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2006.0,2,2.0,614.0,3,3,2,0,50,0,0,0,0,0,0,None,0,8,2006,New,Partial,197000.0,2609 CLAYTON DR,12825.17653322538
20,FV,60.0,7200,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4,3,1,6,905.0,1,0.0,357.0,1262.0,GasA,4,1,SBrkr,1262,0,0,1262,0.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2006.0,3,2.0,572.0,3,3,2,0,120,0,0,0,0,0,0,None,0,5,2006,New,Partial,185000.0,2526 CLAYTON DR,12597.0563195067
20,FV,62.0,7500,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1257.0,1257.0,GasA,5,1,SBrkr,1266,0,0,1266,0.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,2005.0,1,2.0,453.0,3,3,2,38,144,0,0,0,0,0,0,None,0,4,2006,WD,Normal,176000.0,2602 CLAYTON DR,12631.97940257988
20,FV,60.0,7200,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1,0.0,1293.0,1293.0,GasA,5,1,SBrkr,1301,0,0,1301,1.0,0.0,2,0,2,1,4,5,7,1,4,Attchd,2006.0,2,2.0,572.0,3,3,2,216,121,0,0,0,0,0,0,None,0,8,2006,New,Partial,187750.0,2606 CLAYTON DR,12667.100902002845
20,RL,74.0,7733,Pave,None,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,2,6,24.0,1,0.0,1118.0,1142.0,GasA,5,1,SBrkr,1142,0,0,1142,0.0,0.0,1,1,3,1,4,5,7,0,0,None,0.0,0,0,0,0,0,2,4,50,0,0,0,0,0,0,None,0,1,2006,WD,Normal,139500.0,5510 KANSAS DR,21419.553603009645
20,RL,91.0,11024,Pave,None,2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1400.0,1400.0,GasA,5,1,SBrkr,1400,0,0,1400,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2005.0,2,2.0,612.0,3,3,2,144,55,0,0,0,0,0,0,None,0,10,2006,New,Partial,186800.0,5405 MARYLAND ST,20892.05228240807
20,RL,63.0,13072,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1131.0,1131.0,GasA,5,1,SBrkr,1131,0,0,1131,0.0,0.0,1,1,3,1,4,6,7,0,0,None,0.0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,None,0,3,2006,New,Partial,132000.0,5415 KANSAS DR,21096.764737499572
20,RL,63.0,13072,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1141.0,1141.0,GasA,5,1,SBrkr,1141,0,0,1141,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,2005.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,None,0,3,2006,WD,Abnorml,142500.0,5409 KANSAS DR,21034.407686273946
20,RL,63.0,13072,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,941.0,1,0.0,217.0,1158.0,GasA,5,1,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,4,5,7,0,0,Detchd,2006.0,1,2.0,576.0,3,3,2,0,50,0,0,0,0,0,0,None,0,5,2006,New,Partial,158000.0,5321 KANSAS DR,20846.325135732375
60,RL,65.0,7800,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4,3,1,1,0.0,1,0.0,891.0,891.0,GasA,5,1,SBrkr,891,795,0,1686,0.0,0.0,2,1,3,1,4,8,7,0,0,Attchd,2005.0,3,2.0,462.0,3,3,2,144,101,0,0,0,0,0,0,None,0,4,2006,WD,Normal,184000.0,1422 CALIFORNIA AVE,20767.3132343402
60,RL,74.0,7632,Pave,None,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4,3,1,1,0.0,1,0.0,784.0,784.0,GasA,5,1,SBrkr,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,449.0,3,3,2,100,77,0,0,0,0,0,0,None,0,3,2006,WD,Normal,184900.0,1508 CALIFORNIA AVE,20802.768848618274
60,RL,70.0,8304,Pave,None,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,941.0,941.0,GasA,5,1,SBrkr,941,896,0,1837,0.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,1997.0,2,2.0,688.0,3,3,2,150,165,0,0,0,0,0,4,None,0,7,2006,WD,Normal,187000.0,5217 NEVADA CIR,20442.710083473186
60,RL,65.0,7153,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,3,1,5,387.0,1,0.0,374.0,761.0,GasA,5,1,SBrkr,810,793,0,1603,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,1992.0,2,2.0,484.0,3,3,2,0,124,0,0,0,0,0,0,None,0,7,2006,WD,Normal,175900.0,1309 KENTUCKY AVE,19826.993514105918
60,RL,70.0,9370,Pave,None,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,5,758.0,1,0.0,78.0,836.0,GasA,5,1,SBrkr,844,887,0,1731,1.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,1992.0,2,2.0,462.0,3,3,2,307,85,0,0,224,0,0,0,Othr,3000,10,2006,WD,Family,248500.0,1520 KENTUCKY AVE,19842.42193320548
120,RL,50.0,7175,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4,3,1,6,904.0,1,0.0,494.0,1398.0,GasA,4,1,SBrkr,1398,0,0,1398,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,1990.0,2,2.0,542.0,3,3,2,0,46,0,0,0,0,0,3,None,0,7,2006,WD,Normal,172000.0,1412 INDIANA AVE,19354.254556605385
120,RL,50.0,7175,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1991,1991,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4,3,1,6,278.0,1,0.0,939.0,1217.0,GasA,4,1,SBrkr,1217,0,0,1217,0.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,1991.0,2,2.0,484.0,3,3,2,0,64,0,0,0,0,0,0,None,0,6,2006,WD,Normal,151000.0,1420 INDIANA AVE,19380.03989070596
60,RL,67.0,9019,Pave,None,2,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,274.0,1,0.0,362.0,636.0,GasA,5,1,SBrkr,636,684,0,1320,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,1994.0,3,2.0,472.0,3,3,2,0,40,0,0,0,0,0,0,None,0,7,2006,WD,Normal,150000.0,5007 KANSAS DR,19705.25707963907
20,RH,67.0,8900,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,1056.0,1,0.0,0.0,1056.0,GasA,3,1,SBrkr,1056,0,0,1056,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1966.0,1,1.0,384.0,3,3,2,0,42,0,0,0,0,0,3,None,0,11,2006,WD,Normal,107000.0,4712 TORONTO ST,18363.228381383917
20,RH,60.0,7800,Pave,None,3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,641.0,1,0.0,187.0,828.0,GasA,4,1,SBrkr,965,0,0,965,1.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1979.0,1,1.0,300.0,3,3,2,421,0,0,0,0,0,0,3,None,0,7,2006,WD,Abnorml,119900.0,1406 FLORIDA AVE,18039.244722192165
20,RL,70.0,9100,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,3,3,CBlock,3,3,1,2,36.0,1,0.0,952.0,988.0,GasA,5,1,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1977.0,1,2.0,624.0,3,3,2,0,0,0,0,0,0,0,0,None,0,7,2006,WD,Normal,129500.0,4133 TORONTO ST,16593.015128030485
90,RM,70.0,9100,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,3,CBlock,3,3,1,3,1332.0,1,0.0,396.0,1728.0,GasA,3,1,SBrkr,1728,0,0,1728,1.0,0.0,2,0,6,2,3,10,7,0,0,Detchd,1963.0,1,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,None,0,11,2006,ConLI,Abnorml,125000.0,4203 TORONTO ST 4205,16799.90701125957
90,RM,68.0,8927,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,0,0,0,0,0,0,0,0,0,GasA,3,1,SBrkr,1286,368,0,1654,0,0,2,0,4,2,3,10,7,0,0,Attchd,1977.0,2,2.0,528.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2006,WD,Normal,119500.0,4307 TORONTO ST,17210.24578165254
20,RL,72.0,9240,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,612.0,1,0.0,252.0,864.0,GasA,4,1,SBrkr,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,6,1,3,Detchd,1972.0,1,2.0,576.0,3,3,2,161,0,0,0,0,0,0,3,None,0,3,2006,WD,Normal,144000.0,1333 ARIZONA AVE,16830.966560127883
80,RL,88.0,8471,Pave,None,2,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,4,4,3,5,506.0,1,0.0,0.0,506.0,GasA,3,1,SBrkr,1212,0,0,1212,1.0,0.0,1,0,3,1,3,6,7,1,3,Attchd,1978.0,1,2.0,492.0,3,3,2,292,12,0,0,0,0,0,2,None,0,7,2006,WD,Normal,151000.0,1330 WOODSTOCK AVE,16983.77865417613
20,RL,72.0,9308,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,554.0,1,0.0,430.0,984.0,GasA,3,1,SBrkr,984,0,0,984,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1965.0,1,1.0,310.0,3,3,2,0,0,0,0,0,0,0,3,None,0,7,2006,WD,Normal,126000.0,1324 GARFIELD AVE,14946.107280516047
20,RL,65.0,8450,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,3,3,CBlock,3,3,1,4,162.0,3,270.0,450.0,882.0,GasA,3,1,SBrkr,909,0,0,909,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1968.0,1,1.0,294.0,3,3,2,0,155,0,0,0,0,0,3,None,0,11,2006,COD,Normal,116000.0,3913 TORONTO ST,15570.302535136474
20,RL,72.0,8638,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,3,3,1,5,181.0,1,0.0,744.0,925.0,GasA,4,1,SBrkr,925,0,0,925,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1990.0,1,2.0,484.0,3,3,2,203,74,0,0,0,0,0,0,None,0,10,2006,WD,Normal,133500.0,4015 TORONTO ST,16028.132407060799
20,RL,72.0,13052,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,712.0,1,0.0,312.0,1024.0,GasA,3,1,SBrkr,1024,0,0,1024,0.0,0.0,1,1,3,1,3,5,7,0,0,Attchd,1965.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,3,None,0,1,2006,WD,Normal,120875.0,3900 WINDSOR CT,15438.44399635226
20,RL,72.0,13526,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,1,4,560.0,2,375.0,0.0,935.0,GasA,3,1,SBrkr,935,0,0,935,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1965.0,1,1.0,288.0,3,3,2,180,0,0,0,0,0,0,3,None,0,11,2006,WD,Normal,137000.0,3828 WINDSOR CT,15257.85092542017
20,RL,72.0,8020,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,644.0,1,0.0,268.0,912.0,GasA,3,0,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,3,6,7,0,0,None,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,None,0,4,2006,WD,Normal,124000.0,1309 GARFIELD AVE,15107.426906997795
20,RL,65.0,6993,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,4,465.0,1,0.0,447.0,912.0,GasA,3,1,SBrkr,1236,0,0,1236,0.0,0.0,1,0,3,1,3,6,7,1,3,Attchd,1961.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2006,WD,Normal,135000.0,3815 ONTARIO ST,15198.122975234173
20,RL,72.0,8789,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,2,3,659.0,1,0.0,253.0,912.0,GasA,3,1,SBrkr,941,0,0,941,0.0,0.0,1,0,3,1,3,6,7,1,1,Attchd,1967.0,1,1.0,288.0,3,3,2,64,0,0,0,0,0,0,0,None,0,6,2006,WD,Normal,129200.0,1310 ALABAMA LN,15544.603089306733
80,RL,100.0,14330,Pave,None,2,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145.0,4,2,CBlock,4,3,4,5,1023.0,4,497.0,228.0,1748.0,GasA,4,1,SBrkr,2151,495,0,2646,1.0,2.0,2,0,3,1,4,9,4,4,3,Attchd,1974.0,2,2.0,550.0,3,3,2,641,100,0,0,0,800,4,4,None,0,1,2006,WD,Normal,260000.0,1601 AMHERST DR,13065.614366598315
60,RL,121.0,16059,Pave,None,3,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,1,1,0.0,1,0.0,1288.0,1288.0,GasA,5,1,SBrkr,1301,1116,0,2417,0.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1991.0,1,2.0,462.0,3,3,2,127,82,0,0,0,0,0,0,None,0,4,2006,WD,Normal,260000.0,2503 RIDGETOP RD,12932.813183418652
60,RL,105.0,11025,Pave,None,3,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,4,3,PConc,5,3,4,6,1118.0,1,0.0,216.0,1334.0,GasA,5,1,SBrkr,1520,1306,0,2826,1.0,0.0,2,1,3,1,4,9,7,3,3,Attchd,1992.0,2,3.0,888.0,3,3,2,177,208,186,0,0,0,0,0,None,0,10,2006,WD,Normal,334000.0,3130 GREENWOOD RD,13890.578200443975
60,RL,89.0,14541,Pave,None,2,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,PConc,4,4,1,6,1012.0,1,0.0,326.0,1338.0,GasA,5,1,SBrkr,1352,1168,0,2520,1.0,0.0,2,1,5,1,4,10,7,1,3,Attchd,1993.0,2,3.0,796.0,3,3,2,209,55,0,0,0,0,0,0,None,0,11,2006,WD,Abnorml,310000.0,2730 VALLEY VIEW RD,13482.609644306429
60,RL,89.0,13346,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,728.0,1,0.0,367.0,1095.0,GasA,5,1,SBrkr,1166,1129,0,2295,1.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1992.0,2,2.0,590.0,3,3,2,0,40,0,0,0,0,0,0,None,0,7,2006,WD,Normal,268000.0,2713 NORTHRIDGE CIR,13189.992415816017
20,RL,89.0,12461,Pave,None,3,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,4,3,PConc,4,3,1,6,1456.0,1,0.0,168.0,1624.0,GasA,5,1,SBrkr,1624,0,0,1624,1.0,0.0,2,0,2,1,4,5,7,1,2,Attchd,1994.0,2,3.0,757.0,3,3,2,0,114,192,0,0,0,0,4,None,0,7,2006,WD,Normal,262000.0,2700 NORTHRIDGE CIR,12918.661057460999
120,FV,34.0,3628,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1143.0,1143.0,GasA,5,1,SBrkr,1143,0,0,1143,0.0,0.0,1,1,1,1,4,5,7,1,4,Attchd,2004.0,2,2.0,588.0,3,3,2,0,191,0,0,0,0,0,0,None,0,5,2006,WD,Normal,176400.0,2815 BRISTOL DR,12334.811041160274
120,FV,37.0,3316,Pave,Pave,2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,1039.0,1,0.0,208.0,1247.0,GasA,5,1,SBrkr,1247,0,0,1247,1.0,0.0,1,1,1,1,4,4,7,1,4,Attchd,2005.0,3,2.0,550.0,3,3,2,0,84,0,0,0,0,0,0,None,0,4,2006,WD,Normal,197000.0,2808 NORTHRIDGE LN,12236.307427586305
160,FV,30.0,3180,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,600.0,600.0,GasA,5,1,SBrkr,520,600,80,1200,0.0,0.0,2,1,2,1,4,4,7,0,0,Detchd,2005.0,2,2.0,480.0,3,3,2,0,166,0,0,0,0,0,0,None,0,6,2006,WD,Normal,151000.0,2611 STANGE RD,11904.137039560828
